Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
53.0,Male,53.5,1.71,195.0,169.0,54.0,1.04,900.0,Yoga,25.1,2.7,3.0,2.0,18.296227899182657
44.0,Male,63.7,1.62,176.0,166.0,54.0,1.16,1142.0,Cardio,23.0,3.2,5.0,2.0,24.272214601432704
28.0,Female,64.1,1.82,170.0,120.0,57.0,1.53,686.0,Yoga,16.3,2.7,2.0,2.0,19.351527593285837
33.0,Female,54.5,1.67,196.0,148.0,73.0,1.21,819.0,Strength,29.4,3.1,3.0,1.0,19.54175481372584
30.0,Female,40.0,1.93,180.0,143.0,74.0,1.94,916.0,Yoga,17.2,2.3,2.0,1.0,10.738543316599104
25.0,Female,68.8,1.73,182.0,133.0,74.0,1.65,851.0,\nStrength,28.8,1.8,3.0,3.0,22.987737645761637
18.0,nan,50.6,1.74,162.0,153.0,74.0,1.25,634.0,Strength,29.3,1.5,4.0,2.0,17.25
53.0,Female,68.9,1.6,191.0,155.0,70.0,0.89,874.0,Yoga,10.2,1.6,3.0,2.0,27.19
25.0,Male,100.4,1.76,173.0,169.0,58.0,0.85,1465.0,Cardio,30.4,1.8,3.0,1.0,32.41219008264463
58.0,Female,105.7,1.65,171.0,136.0,71.0,1.22,841.0,Cardio,32.0,3.4,3.0,3.0,38.82460973370065
18.0,Female,61.9,1.58,184.0,141.0,65.0,1.63,900.0,Yoga,25.2,3.7,2.0,1.0,24.795705816375577
50.0,Female,60.4,1.72,184.0,124.0,74.0,2.0,494.0,\tYoga,27.9,3.0,4.0,2.0,20.81
23.0,Male,56.2,1.58,184.0,141.0,71.0,2.0,640.0,Cardio,25.2,1.5,4.0,1.0,22.51241788174972
18.0,Female,42.6,1.56,180.0,169.0,62.0,1.27,1497.0,Strength,27.1,3.6,4.0,1.0,17.504930966469427
59.0,Female,97.4,1.57,199.0,153.0,70.0,0.73,877.0,Yoga,18.1,3.3,4.0,1.0,39.51478761815896
32.0,Male,58.7,1.73,161.0,130.0,69.0,1.07,733.0,Strength,28.6,1.9,3.0,3.0,19.61308429950884
21.0,Male,46.4,2.0,198.0,135.0,74.0,1.0,497.0,Cardio,29.7,1.8,2.0,1.0,11.6
32.0,Male,57.4,1.66,189.0,136.0,62.0,1.55,1068.0,HIIT,24.6,3.4,2.0,2.0,20.83030918856148
38.0,Male,87.9,1.75,183.0,130.0,74.0,1.54,1273.0,HIIT,24.2,1.6,3.0,1.0,28.702040816326534
40.0,Male,87.8,1.64,161.0,145.0,59.0,1.63,849.0,Cardio,22.5,2.6,4.0,2.0,32.64425936942297
52.0,Female,62.4,1.91,191.0,161.0,63.0,2.0,1783.0,Yoga,27.3,3.2,2.0,1.0,17.104794276472685
20.0,Female,65.7,1.81,189.0,165.0,55.0,1.66,733.0,Strength,35.0,3.5,4.0,2.0,20.05433289582125
23.0,Female,51.4,2.0,182.0,158.0,65.0,1.07,738.0,Strength,31.7,2.6,4.0,2.0,12.85
34.0,Female,75.2,2.0,196.0,141.0,73.0,1.13,753.0,HIIT,33.8,3.6,4.0,2.0,18.8
34.0,Male,77.7,1.81,187.0,149.0,54.0,1.08,842.0,Strength,33.0,3.0,2.0,3.0,23.717224748939287
23.0,Female,40.0,1.89,162.0,126.0,60.0,0.74,1237.0,Cardio,24.7,2.9,3.0,1.0,11.197894795778394
43.0,Female,80.5,1.68,190.0,135.0,58.0,1.1,1099.0,Yoga,21.7,2.1,5.0,1.0,28.521825396825403
18.0,Male,40.0,1.78,167.0,133.0,62.0,0.86,963.0,Yoga,16.9,3.7,4.0,3.0,12.624668602449184
28.0,Female,109.4,1.58,170.0,165.0,74.0,1.94,619.0,HIIT,21.9,2.2,5.0,1.0,43.82310527159109
57.0,Female,40.0,1.58,165.0,140.0,55.0,1.33,1783.0,Strength,24.7,2.6,4.0,1.0,16.023073225444637
18.0,Male,40.0,1.8,168.0,146.0,58.0,0.5,729.0,nan,32.5,3.7,3.0,3.0,12.32
44.0,Female,79.5,1.73,184.0,155.0,56.0,1.57,1058.0,Yoga,17.8,2.6,4.0,2.0,26.56286544822747
21.0,Female,68.5,1.61,191.0,169.0,74.0,1.18,1278.0,Yoga,19.9,3.1,3.0,2.0,26.42644959685197
39.0,nan,65.6,1.75,164.0,158.0,66.0,1.09,1593.0,Cardio,23.7,3.1,4.0,2.0,21.420408163265304
44.0,Female,87.5,1.88,173.0,132.0,66.0,1.21,1643.0,Strength,26.9,3.1,2.0,2.0,24.75667722951562
56.0,Male,54.5,1.76,196.0,148.0,74.0,1.4,659.0,HIIT,32.1,2.8,4.0,2.0,17.59426652892562
33.0,Female,55.4,1.6,185.0,144.0,67.0,2.0,1015.0,HIIT,30.6,2.7,4.0,3.0,20.82
32.0,Male,85.7,1.53,185.0,133.0,52.0,1.02,1108.0,Cardio,24.0,3.4,3.0,3.0,36.609850912042376
34.0,Female,58.2,1.7,189.0,134.0,55.0,0.73,785.0,HIIT,24.0,1.6,4.0,2.0,20.138408304498277
30.0,Male,72.5,1.91,189.0,142.0,58.0,1.44,976.0,Cardio,28.2,3.6,2.0,2.0,19.87335873468381
26.0,nan,77.2,1.64,168.0,162.0,64.0,1.25,438.0,Strength,22.7,2.4,4.0,2.0,28.703152885187396
20.0,Male,90.3,1.68,169.0,135.0,59.0,1.1,758.0,Cardio,10.5,1.7,4.0,1.0,31.04
42.0,Female,95.2,1.76,178.0,158.0,56.0,1.21,770.0,Cardio,25.3,2.0,2.0,3.0,30.73347107438017
26.0,Male,75.0,1.91,181.0,168.0,74.0,1.1,943.0,HIIT,24.8,2.0,3.0,2.0,20.558646966914285
26.0,Male,61.5,1.51,185.0,155.0,74.0,1.35,1079.0,Cardio,31.4,3.4,4.0,2.0,26.97250120608745
28.0,Female,101.9,1.5,196.0,164.0,56.0,1.87,1211.0,\tCardio,23.8,3.2,2.0,2.0,45.28888888888889
54.0,Female,41.4,1.6,163.0,169.0,71.0,1.62,1385.0,Yoga,10.0,1.6,5.0,3.0,16.171874999999996
18.0,Male,71.3,1.78,167.0,129.0,72.0,0.86,1238.0,Strength,20.6,1.5,4.0,3.0,22.50347178386567
42.0,Male,46.2,1.72,167.0,130.0,69.0,1.19,945.0,HIIT,24.6,2.9,2.0,3.0,15.616549486208765
24.0,Male,64.0,1.83,187.0,155.0,74.0,1.79,406.0,Yoga,27.7,1.5,3.0,2.0,19.1107527844964
54.0,Male,47.2,1.75,160.0,134.0,68.0,1.18,1001.0,Yoga,23.9,1.9,4.0,1.0,15.412244897959184
53.0,Male,95.5,1.52,164.0,169.0,52.0,1.31,1009.0,Yoga,21.8,1.9,3.0,3.0,41.33483379501385
33.0,Female,40.0,1.79,194.0,162.0,60.0,1.39,1012.0,Cardio,23.7,2.8,4.0,2.0,12.4840048687619
52.0,Female,81.1,1.74,184.0,168.0,74.0,1.37,1080.0,nan,23.6,3.4,5.0,1.0,26.78689390936715
51.0,Female,72.1,1.73,162.0,160.0,70.0,1.21,1186.0,Cardio,17.6,3.2,3.0,2.0,24.09034715493334
47.0,Male,100.5,1.56,185.0,133.0,64.0,0.87,872.0,Cardio,22.1,1.5,4.0,2.0,41.29684418145956
55.0,Female,121.13749999999999,1.89,177.0,157.0,66.0,0.81,1154.0,Cardio,15.2,2.4,4.0,2.0,33.912124520590126
28.0,Male,75.7,1.85,160.0,157.0,64.0,1.59,1179.0,nan,29.7,1.5,3.0,2.0,22.11833455076698
18.0,Female,69.0,1.66,196.0,141.0,56.0,1.46,1251.0,Yoga,25.7,2.4,4.0,2.0,25.03991871098853
19.0,Male,72.5,1.73,184.0,135.0,71.0,1.12,1392.0,HIIT,11.9,3.5,3.0,1.0,24.2239967924087
30.0,nan,50.8,1.81,196.0,132.0,74.0,1.28,794.0,Yoga,14.5,3.2,3.0,3.0,15.506242178199688
40.0,Female,68.2,1.5,197.0,153.0,71.0,1.24,484.0,Cardio,24.1,3.5,4.0,2.0,30.311111111111117
49.0,Female,105.0,1.63,170.0,139.0,70.0,1.53,1065.0,Cardio,24.0,1.5,4.0,2.0,39.51974105160149
57.0,Female,121.13749999999999,1.88,162.0,148.0,56.0,1.71,1233.0,Strength,24.0,1.8,3.0,1.0,34.27385129017655
27.0,Female,61.1,1.59,181.0,139.0,68.0,1.09,669.0,Yoga,16.7,1.5,3.0,2.0,24.16834777105336
27.0,Male,65.3,1.81,176.0,169.0,64.0,1.37,1783.0,Yoga,28.5,1.5,3.0,3.0,19.93223650071732
50.0,Male,62.5,1.67,172.0,121.0,56.0,1.14,1415.0,Cardio,20.9,2.5,5.0,2.0,22.41026928179569
59.0,Male,62.4,1.71,197.0,146.0,74.0,1.47,705.0,Cardio,32.0,2.4,4.0,2.0,21.339899456242943
26.0,Male,72.4,1.68,196.0,169.0,53.0,2.0,1082.0,HIIT,29.8,2.5,2.0,3.0,25.651927437641728
55.0,Female,93.1,1.82,172.0,148.0,60.0,1.22,1039.0,HIIT,17.3,2.6,4.0,1.0,28.10650887573964
48.0,Female,121.13749999999999,1.71,183.0,120.0,63.0,0.79,992.0,nan,10.0,2.6,4.0,1.0,41.42727676892035
29.0,Female,70.8,1.85,160.0,142.0,52.0,1.5,1624.0,\tYoga,14.2,3.5,2.0,3.0,20.686632578524467
52.0,Male,51.5,1.6,184.0,162.0,65.0,1.46,1339.0,Cardio,25.2,3.2,4.0,3.0,20.1171875
18.0,Female,57.1,1.61,198.0,129.0,66.0,0.94,1064.0,Cardio,31.7,2.4,2.0,3.0,22.028471123799235
36.0,Female,64.4,1.97,166.0,153.0,59.0,1.45,1132.0,HIIT,27.9,2.9,3.0,1.0,16.594088999974232
52.0,Male,63.0,1.72,184.0,131.0,54.0,1.48,804.0,Cardio,21.5,1.5,4.0,3.0,21.29529475392104
29.0,Male,77.2,1.89,192.0,152.0,58.0,2.0,858.0,HIIT,25.6,3.2,3.0,2.0,21.6119369558523
18.0,Female,40.0,1.66,190.0,147.0,50.0,1.6,1287.0,Cardio,27.6,1.9,5.0,3.0,14.51589490492089
30.0,Female,76.3,2.0,193.0,132.0,59.0,1.11,548.0,HIIT,34.9,3.2,3.0,1.0,19.075
29.0,Female,71.2,1.8,176.0,139.0,68.0,1.4,354.0,Cardio,10.0,3.4,2.0,3.0,21.975308641975307
55.0,Male,104.9,1.56,187.0,155.0,58.0,0.87,1260.0,\nStrength,27.8,3.5,3.0,1.0,42.47908953185896
34.0,Female,102.1,1.53,178.0,152.0,50.0,2.0,1783.0,Strength,26.5,2.1,3.0,1.0,43.6157033619548
31.0,Female,63.6,1.57,165.0,169.0,74.0,1.09,1148.0,Strength,15.1,3.4,4.0,1.0,25.80226378352063
26.0,Male,68.6,1.7,172.0,167.0,57.0,1.32,501.0,Yoga,25.4,1.5,3.0,2.0,23.73702422145329
33.0,Male,46.0,1.71,163.0,145.0,54.0,1.29,671.0,Yoga,21.4,3.1,2.0,3.0,15.731336137614994
39.0,Female,88.6,1.8,181.0,158.0,71.0,1.29,1296.0,Strength,24.3,2.8,4.0,1.0,27.34567901234568
36.0,Male,79.7,1.75,168.0,132.0,74.0,1.67,445.0,Strength,23.9,3.4,4.0,2.0,25.28
33.0,Female,108.7,1.75,199.0,131.0,74.0,0.86,1080.0,Yoga,24.1,1.9,3.0,1.0,35.49387755102041
45.0,Female,61.4,1.76,194.0,120.0,68.0,1.22,909.0,Strength,21.4,2.8,2.0,1.0,19.82179752066116
21.0,Female,69.2,1.87,168.0,127.0,68.0,1.47,1275.0,Yoga,24.1,2.9,5.0,3.0,19.788955932397265
52.0,Male,67.4,1.72,160.0,134.0,51.0,1.49,1307.0,Strength,17.0,2.6,2.0,2.0,22.78258518117902
29.0,Female,40.0,1.64,178.0,130.0,69.0,1.15,1093.0,HIIT,27.4,3.4,3.0,2.0,14.89
47.0,Female,46.0,1.58,172.0,147.0,72.0,1.37,1098.0,Strength,28.5,3.7,2.0,3.0,18.42653420926133
34.0,Male,89.1,1.78,174.0,120.0,51.0,1.52,574.0,Cardio,27.6,1.5,4.0,2.0,28.12144931195556
57.0,Male,70.4,1.72,181.0,161.0,57.0,1.3,983.0,Yoga,29.9,3.6,3.0,2.0,23.796646836127643
24.0,Male,65.7,1.84,165.0,146.0,74.0,1.59,954.0,Cardio,17.8,2.8,5.0,2.0,19.405718336483933
26.0,Male,82.2,1.69,189.0,139.0,70.0,1.45,1184.0,Yoga,10.0,2.5,5.0,2.0,28.780504884282767
32.0,nan,52.2,1.73,196.0,134.0,74.0,2.0,684.0,Strength,27.4,2.0,3.0,1.0,17.441277690534264
54.0,Male,121.13749999999999,1.91,192.0,146.0,58.0,1.97,1049.0,Cardio,22.9,2.7,4.0,2.0,33.20564129272772
18.0,Female,65.3,1.64,196.0,169.0,74.0,0.9,921.0,Strength,25.8,3.3,5.0,2.0,24.27870315288519
18.0,Female,110.3,1.76,168.0,169.0,55.0,1.86,1391.0,Strength,33.0,3.5,5.0,3.0,35.608212809917354
54.0,Male,42.7,1.72,191.0,153.0,74.0,2.0,987.0,Yoga,13.6,1.5,5.0,2.0,14.433477555435372
35.0,Female,98.0,1.59,179.0,141.0,62.0,1.04,729.0,Cardio,14.2,1.5,3.0,1.0,38.764289387286894
37.0,Female,94.5,1.84,160.0,158.0,61.0,1.2,1063.0,HIIT,26.6,2.6,3.0,2.0,27.912334593572776
30.0,Female,57.6,1.66,169.0,160.0,67.0,1.86,1332.0,Yoga,30.9,2.7,4.0,2.0,20.90288866308608
31.0,Male,40.0,1.74,194.0,155.0,68.0,1.4,716.0,HIIT,30.6,1.5,4.0,3.0,13.21178491214163
28.0,Male,40.3,1.69,166.0,169.0,69.0,0.5,864.0,Cardio,24.9,2.6,3.0,3.0,14.110150204824762
53.0,Male,60.8,1.66,199.0,121.0,69.0,1.12,926.0,Strength,26.5,3.6,4.0,1.0,22.064160255479752
56.0,Male,72.0,1.77,191.0,168.0,62.0,1.55,1144.0,Cardio,30.0,2.7,2.0,2.0,23.34
44.0,Male,94.4,1.75,163.0,154.0,58.0,1.66,881.0,HIIT,24.1,2.9,3.0,3.0,30.824489795918367
38.0,Male,71.0,1.84,190.0,120.0,53.0,1.93,1700.0,Cardio,24.7,3.1,3.0,3.0,21.97
34.0,Female,77.9,1.87,183.0,169.0,59.0,1.28,691.0,nan,24.0,3.4,2.0,1.0,22.276873802510792
48.0,Male,52.6,1.63,182.0,129.0,54.0,2.0,1310.0,Strength,25.1,1.5,3.0,1.0,19.79750837442132
48.0,Female,62.9,1.67,198.0,164.0,64.0,0.84,1098.0,HIIT,24.5,3.3,5.0,1.0,22.55369500519918
33.0,Male,59.6,1.6,187.0,127.0,69.0,1.41,573.0,\tCardio,22.7,2.2,3.0,1.0,23.28125
46.0,Female,50.0,1.5,182.0,149.0,64.0,1.44,929.0,Cardio,23.8,3.3,2.0,3.0,22.22222222222222
32.0,Female,104.3,1.83,160.0,146.0,64.0,1.83,1122.0,Yoga,22.1,2.8,4.0,2.0,31.144554928483974
36.0,Female,61.2,1.93,166.0,145.0,55.0,0.77,1015.0,HIIT,18.8,1.5,4.0,2.0,16.429971274396628
36.0,Female,82.5,1.66,166.0,134.0,50.0,0.95,640.0,Yoga,11.2,3.4,5.0,2.0,29.939033241399333
57.0,Female,58.3,1.73,164.0,132.0,50.0,1.48,492.0,HIIT,27.7,3.6,3.0,1.0,19.23
45.0,Male,61.6,1.95,176.0,146.0,64.0,1.12,1049.0,Strength,25.1,2.4,4.0,1.0,16.199868507560815
44.0,Male,64.2,1.7,181.0,139.0,62.0,1.3,1201.0,Yoga,23.2,3.3,2.0,2.0,22.21453287197232
31.0,Male,53.0,1.83,182.0,149.0,55.0,1.33,821.0,Strength,23.6,3.4,4.0,3.0,15.82609214966108
50.0,Female,69.6,1.9,172.0,127.0,74.0,1.37,303.0,Strength,26.2,1.5,3.0,1.0,19.2797783933518
38.0,Female,81.1,1.92,190.0,125.0,61.0,1.18,690.0,Yoga,26.1,3.1,4.0,3.0,21.99978298611111
49.0,Female,65.7,1.77,182.0,139.0,74.0,1.18,744.0,HIIT,26.8,3.1,2.0,2.0,20.970985349037637
21.0,Male,81.8,1.83,182.0,163.0,53.0,2.0,1159.0,Cardio,29.2,2.7,4.0,1.0,24.42593090268446
28.0,Female,91.2,1.77,164.0,162.0,55.0,1.28,648.0,Strength,25.4,3.3,2.0,2.0,29.110408886335343
52.0,Female,98.5,1.96,183.0,169.0,50.0,1.98,1515.0,Strength,24.3,2.2,5.0,1.0,25.640358184089965
22.0,Male,88.9,1.6,182.0,148.0,74.0,1.39,1386.0,HIIT,28.9,2.5,3.0,3.0,34.72656249999999
43.0,Male,88.5,1.72,185.0,131.0,67.0,1.48,1140.0,Cardio,23.6,3.3,4.0,1.0,29.91481882098432
46.0,Male,85.9,1.7,180.0,148.0,66.0,1.77,1088.0,HIIT,13.8,3.4,2.0,2.0,29.723183391003467
18.0,Male,56.5,1.86,193.0,129.0,54.0,1.4,901.0,HIIT,20.6,3.5,4.0,2.0,16.331367788183602
43.0,Female,65.2,1.97,184.0,121.0,72.0,1.1,594.0,HIIT,23.2,2.8,3.0,2.0,17.03
18.0,Male,71.9,1.54,170.0,121.0,59.0,1.48,658.0,HIIT,18.9,2.6,4.0,2.0,30.31708551189071
44.0,Male,66.8,1.72,191.0,136.0,68.0,1.34,1239.0,Cardio,31.5,2.8,4.0,2.0,22.21
55.0,Female,46.3,1.7,187.0,139.0,52.0,2.0,1130.0,Cardio,27.3,1.5,3.0,1.0,16.02076124567474
36.0,Male,93.2,1.63,181.0,153.0,55.0,1.21,389.0,Cardio,25.8,1.5,3.0,2.0,35.0784749143739
57.0,Male,72.4,1.65,168.0,162.0,56.0,1.71,1140.0,Yoga,10.9,2.5,4.0,1.0,26.59320477502296
41.0,Male,70.7,1.81,191.0,134.0,62.0,1.53,1381.0,Cardio,30.3,3.3,2.0,2.0,21.580537834620436
52.0,Female,45.0,1.75,196.0,143.0,74.0,2.0,926.0,Yoga,22.0,2.4,3.0,1.0,14.693877551020408
18.0,Female,74.8,1.83,165.0,144.0,63.0,1.66,1174.0,Cardio,22.9,3.1,2.0,2.0,22.335692316880166
31.0,Female,61.1,1.69,190.0,123.0,64.0,0.62,1227.0,HIIT,23.8,3.6,2.0,3.0,21.392808375056894
34.0,Female,44.3,1.76,180.0,129.0,58.0,1.85,494.0,Strength,25.8,3.2,4.0,3.0,14.301394628099173
20.0,Female,96.2,1.59,170.0,142.0,52.0,1.57,1305.0,Strength,10.2,2.8,3.0,1.0,38.0522922352755
47.0,Male,69.7,1.83,184.0,121.0,70.0,1.02,747.0,HIIT,30.2,1.9,5.0,1.0,20.78
33.0,Male,41.9,1.59,166.0,165.0,50.0,2.0,898.0,Strength,24.6,3.2,3.0,2.0,16.573711482931845
47.0,Female,52.9,1.67,180.0,142.0,72.0,1.11,770.0,\tCardio,22.9,1.5,3.0,2.0,18.968051920111872
58.0,Male,94.6,1.57,191.0,152.0,74.0,0.78,674.0,Cardio,10.2,3.3,3.0,1.0,38.378838898129736
47.0,Male,70.5,1.67,166.0,168.0,58.0,1.74,898.0,Strength,30.0,3.2,3.0,2.0,25.27878374986554
27.0,Female,40.0,1.76,192.0,169.0,56.0,2.0,602.0,HIIT,28.0,3.4,3.0,3.0,12.913223140495868
51.0,Male,51.6,1.83,194.0,161.0,67.0,2.0,1057.0,Yoga,27.6,2.2,3.0,1.0,15.408044432500224
18.0,Female,83.3,1.59,165.0,169.0,72.0,1.19,997.0,Strength,25.7,3.3,3.0,1.0,32.94964597919385
20.0,Male,67.7,1.84,193.0,122.0,66.0,1.19,900.0,Cardio,13.7,3.4,5.0,2.0,19.76
43.0,Male,57.8,1.78,197.0,163.0,52.0,1.42,1418.0,\tYoga,28.6,1.6,2.0,1.0,18.24264613053907
45.0,Male,59.0,1.87,199.0,157.0,55.0,1.11,613.0,Strength,18.2,3.2,2.0,1.0,16.872086705367607
29.0,Female,61.5,1.88,182.0,152.0,72.0,1.62,793.0,HIIT,24.2,3.3,4.0,3.0,17.400407424173835
18.0,Female,40.0,1.75,176.0,124.0,68.0,1.01,1536.0,HIIT,14.6,3.5,3.0,2.0,13.06122448979592
37.0,Male,79.6,1.68,180.0,137.0,67.0,2.0,920.0,Yoga,28.6,1.8,3.0,3.0,28.202947845804992
26.0,Female,68.6,1.75,184.0,140.0,60.0,1.26,681.0,HIIT,29.4,1.8,3.0,3.0,22.4
49.0,Female,77.9,1.75,196.0,169.0,64.0,1.24,1267.0,HIIT,24.8,3.5,3.0,2.0,25.436734693877558
23.0,Female,40.9,1.75,187.0,136.0,50.0,1.14,1135.0,Cardio,24.8,3.4,3.0,2.0,13.355102040816329
18.0,Male,68.7,1.77,161.0,169.0,68.0,1.01,1011.0,Cardio,27.3,3.5,3.0,2.0,21.92856458871972
23.0,Male,114.9,1.61,180.0,120.0,56.0,1.27,891.0,HIIT,28.0,3.3,3.0,1.0,44.32699355734732
47.0,Male,65.6,1.77,190.0,154.0,54.0,1.59,413.0,Strength,23.1,3.6,2.0,2.0,20.93906604104823
20.0,Female,90.9,1.69,198.0,142.0,74.0,1.35,927.0,Cardio,18.1,3.2,4.0,1.0,31.826616715101014
40.0,Male,61.0,1.89,196.0,123.0,71.0,1.45,625.0,Strength,27.4,3.6,3.0,1.0,17.076789563562052
18.0,Male,66.8,1.66,166.0,135.0,59.0,2.0,803.0,Yoga,23.2,3.0,2.0,1.0,24.241544491217883
56.0,Male,42.6,1.61,190.0,161.0,60.0,1.24,1260.0,HIIT,23.0,3.6,4.0,3.0,16.43455113614444
56.0,Female,88.8,1.7,173.0,129.0,52.0,1.79,933.0,Yoga,24.1,1.5,4.0,2.0,30.72664359861592
34.0,Female,83.2,1.64,171.0,164.0,69.0,1.19,1392.0,Yoga,22.9,3.5,3.0,1.0,30.93396787626413
38.0,Female,99.1,1.5,185.0,159.0,74.0,1.38,995.0,HIIT,17.8,1.5,4.0,1.0,44.044444444444444
43.0,Male,77.8,1.7,180.0,149.0,58.0,1.38,1643.0,Strength,14.9,2.8,5.0,1.0,26.920415224913494
18.0,Male,47.8,1.85,161.0,156.0,50.0,1.02,1265.0,Yoga,30.8,3.2,5.0,1.0,13.966398831263694
24.0,Male,40.0,1.82,168.0,120.0,74.0,1.28,303.0,Strength,25.0,3.6,3.0,1.0,12.075836251660428
35.0,Female,91.0,1.55,174.0,136.0,74.0,0.99,1216.0,Cardio,27.0,3.5,3.0,3.0,37.87721123829344
21.0,Male,86.3,1.74,184.0,169.0,61.0,1.85,993.0,Strength,24.9,3.4,2.0,2.0,28.504425947945567
26.0,Male,64.6,1.82,196.0,165.0,55.0,1.46,1699.0,Yoga,28.1,3.3,4.0,2.0,19.63
40.0,Female,49.6,1.7,169.0,146.0,72.0,1.6,921.0,Cardio,32.5,3.6,3.0,2.0,17.16262975778547
23.0,Female,59.6,1.81,160.0,146.0,71.0,1.54,1382.0,HIIT,22.6,2.8,5.0,2.0,18.19236287048625
46.0,Female,53.7,1.5,177.0,169.0,54.0,1.62,1245.0,Strength,26.8,3.7,4.0,3.0,23.866666666666667
55.0,Female,58.9,1.56,197.0,125.0,58.0,0.73,1103.0,Yoga,22.1,3.5,3.0,2.0,24.20282708744247
31.0,Male,79.4,1.58,163.0,125.0,74.0,1.49,663.0,Cardio,24.0,2.4,3.0,2.0,31.805800352507607
26.0,Male,83.1,1.52,163.0,139.0,51.0,1.95,925.0,Strength,10.0,2.8,3.0,1.0,35.96779778393351
31.0,Female,61.7,1.52,177.0,160.0,54.0,0.54,1266.0,Yoga,23.1,1.7,4.0,2.0,26.7053324099723
27.0,Male,66.6,1.7,171.0,149.0,73.0,1.43,1321.0,Strength,26.6,3.3,4.0,3.0,23.044982698961935
45.0,Female,106.3,1.84,172.0,123.0,61.0,1.15,1177.0,Strength,16.9,2.6,4.0,3.0,30.72
23.0,Female,73.2,1.58,175.0,169.0,65.0,1.54,1226.0,HIIT,25.0,2.4,3.0,2.0,29.322224002563686
48.0,Female,69.9,1.82,173.0,162.0,65.0,2.0,1724.0,Yoga,26.7,2.4,3.0,1.0,21.1025238497766
30.0,Female,62.3,1.53,185.0,153.0,68.0,1.3,1382.0,Yoga,20.5,1.6,2.0,2.0,26.613695587167328
48.0,Male,83.0,1.55,164.0,169.0,67.0,1.27,1287.0,Cardio,21.5,3.5,2.0,3.0,34.54734651404786
35.0,Male,75.4,1.64,198.0,167.0,63.0,1.14,1045.0,Yoga,20.5,1.5,3.0,2.0,28.03390838786437
30.0,Female,98.3,1.84,178.0,161.0,74.0,1.58,576.0,HIIT,23.3,1.6,3.0,2.0,29.03473534971645
38.0,Female,46.5,1.65,182.0,169.0,70.0,1.34,806.0,Cardio,24.1,3.5,2.0,1.0,17.079889807162537
44.0,Male,61.6,1.65,167.0,158.0,74.0,1.11,1223.0,Strength,23.8,2.9,4.0,1.0,22.62626262626263
31.0,Female,64.0,1.85,184.0,147.0,71.0,1.05,571.0,Strength,27.0,2.0,5.0,2.0,18.699780861943022
18.0,Male,59.1,1.69,180.0,155.0,57.0,1.99,1505.0,Yoga,27.5,1.9,4.0,1.0,20.692552781765347
24.0,Female,45.1,1.6,195.0,163.0,66.0,2.0,453.0,Cardio,31.2,1.6,2.0,2.0,17.617187499999996
18.0,Male,49.1,1.68,181.0,142.0,74.0,1.13,961.0,Yoga,23.7,3.1,3.0,1.0,17.39654195011338
18.0,nan,82.7,1.79,171.0,167.0,69.0,1.09,1305.0,HIIT,21.8,2.1,2.0,1.0,25.810680066165222
33.0,Male,85.0,1.73,161.0,128.0,64.0,1.34,812.0,Strength,16.6,3.2,4.0,1.0,28.40054796351365
21.0,Female,77.9,1.8,199.0,169.0,56.0,1.3,1171.0,Cardio,19.7,3.4,3.0,2.0,24.04320987654321
20.0,Male,40.0,1.52,192.0,151.0,63.0,1.5,572.0,HIIT,25.1,3.7,4.0,1.0,17.31301939058172
59.0,Male,44.8,1.67,189.0,130.0,63.0,1.29,1021.0,Strength,29.8,3.6,3.0,3.0,16.06368102119115
51.0,Female,66.4,1.77,184.0,147.0,55.0,0.97,1531.0,HIIT,33.1,3.6,3.0,3.0,21.194420504963453
50.0,Male,40.0,2.0,192.0,155.0,56.0,0.82,829.0,Strength,24.6,2.4,3.0,2.0,10.0
42.0,Male,96.2,1.63,164.0,148.0,74.0,1.38,887.0,Strength,16.3,1.6,2.0,3.0,36.20761037299109
45.0,Female,54.0,1.86,170.0,148.0,65.0,1.36,670.0,Cardio,28.9,3.5,3.0,2.0,15.608740894901144
22.0,Male,71.1,1.68,164.0,160.0,74.0,1.51,955.0,Cardio,10.0,3.3,4.0,2.0,25.191326530612248
47.0,Female,48.6,1.55,176.0,165.0,74.0,0.71,1305.0,Cardio,15.6,2.7,2.0,1.0,20.22892819979188
34.0,Female,100.1,1.97,192.0,164.0,73.0,2.0,1747.0,Yoga,25.5,1.5,4.0,2.0,25.792986163003427
51.0,Female,53.7,1.72,169.0,120.0,52.0,0.95,1234.0,HIIT,10.0,3.3,3.0,3.0,18.15170362358032
27.0,Male,83.5,1.67,162.0,129.0,65.0,1.48,1517.0,Yoga,25.8,3.3,2.0,1.0,29.940119760479043
18.0,Male,52.4,1.74,181.0,169.0,63.0,0.83,889.0,Strength,10.0,2.8,4.0,3.0,17.307438234905536
48.0,Male,89.5,1.61,170.0,153.0,57.0,1.38,1355.0,Strength,10.0,3.3,3.0,1.0,34.52798888931754
25.0,Female,58.2,1.64,165.0,169.0,71.0,1.92,984.0,Strength,20.8,3.3,4.0,3.0,21.638905413444384
51.0,Male,121.13749999999999,1.74,190.0,139.0,57.0,1.04,1108.0,Strength,27.3,3.2,2.0,1.0,40.01106486986392
